,date,hour,kitchen,bathroom,lounge,frontdoor,bedroom,kettle,hallway,fridgedoor,backdoor,oven,total
104,2019-08-18,8,1,0,1,0,0,0,1,0,0,0,3
105,2019-08-18,9,4,3,3,1,2,1,6,2,2,0,24
106,2019-08-18,10,4,4,3,1,3,0,5,0,1,0,21
107,2019-08-18,11,0,0,0,0,0,0,0,0,0,0,0
108,2019-08-18,12,3,2,1,1,3,0,4,2,1,0,17
109,2019-08-18,13,1,0,1,0,1,0,3,0,0,0,6
110,2019-08-18,14,1,1,0,0,1,0,1,0,0,0,4
111,2019-08-18,15,3,1,1,0,1,1,3,1,1,0,12
112,2019-08-18,16,4,1,2,0,0,0,2,1,1,1,12
113,2019-08-18,17,7,0,3,0,0,0,5,4,1,0,20
114,2019-08-18,18,3,1,1,0,0,0,3,1,1,0,10
115,2019-08-18,19,3,2,2,0,3,1,6,2,0,1,20
116,2019-08-18,20,3,2,2,0,2,0,5,2,1,0,17
117,2019-08-18,21,0,0,0,0,0,0,0,0,0,0,0
118,2019-08-18,22,0,0,0,0,0,0,0,0,0,0,0
119,2019-08-18,23,0,0,0,0,0,0,0,0,0,0,0
120,2019-08-19,0,0,0,0,0,0,0,0,0,0,0,0
121,2019-08-19,1,1,1,0,0,0,0,2,0,0,0,4
122,2019-08-19,2,0,0,0,0,0,0,0,0,0,0,0
123,2019-08-19,3,0,0,0,0,0,0,0,0,0,0,0
124,2019-08-19,4,0,1,0,0,2,0,2,0,0,0,5
125,2019-08-19,5,3,1,0,0,0,1,3,0,1,0,9
126,2019-08-19,6,5,1,2,0,0,1,4,2,0,0,15
127,2019-08-19,7,8,5,4,0,3,1,9,4,1,0,35
128,2019-08-19,8,9,11,5,0,6,0,13,3,0,0,47
129,2019-08-19,9,10,4,1,0,3,2,9,4,0,0,33
130,2019-08-19,10,6,3,3,0,1,1,8,1,0,0,23
131,2019-08-19,11,1,1,2,0,1,0,3,0,0,0,8
132,2019-08-19,12,12,2,8,1,4,0,17,6,0,0,50
133,2019-08-19,13,2,1,1,0,0,0,2,1,0,0,7
134,2019-08-19,14,2,2,1,0,0,1,3,0,0,0,9
135,2019-08-19,15,6,4,7,0,2,0,9,1,0,0,29
136,2019-08-19,16,3,0,3,0,2,0,6,2,0,0,16
137,2019-08-19,17,4,2,3,0,0,0,6,1,0,0,16
138,2019-08-19,18,6,2,2,0,3,0,8,3,0,0,24
139,2019-08-19,19,6,1,4,0,2,1,7,5,1,1,28
140,2019-08-19,20,2,2,2,0,3,0,4,1,0,0,14
141,2019-08-19,21,0,0,0,0,0,0,0,0,0,0,0
142,2019-08-19,22,0,0,0,0,0,0,0,0,0,0,0
143,2019-08-19,23,0,0,0,0,0,0,0,0,0,0,0
144,2019-08-20,0,0,0,0,0,0,0,0,0,0,0,0
145,2019-08-20,1,0,0,0,0,0,0,0,0,0,0,0
146,2019-08-20,2,0,1,0,0,0,0,1,0,0,0,2
147,2019-08-20,3,1,1,0,0,2,0,3,0,0,0,7
148,2019-08-20,4,0,0,0,0,0,0,0,0,0,0,0
149,2019-08-20,5,5,1,3,0,0,1,7,1,0,0,18
150,2019-08-20,6,7,8,5,0,7,0,8,2,2,0,39
151,2019-08-20,7,1,2,1,2,2,0,4,0,1,0,13
152,2019-08-20,8,4,1,3,1,2,0,7,2,1,0,21
153,2019-08-20,9,7,7,5,0,6,0,10,2,1,0,38
154,2019-08-20,10,4,3,2,1,3,1,7,1,2,0,24
155,2019-08-20,11,7,3,11,1,0,1,10,4,2,0,39
156,2019-08-20,12,11,4,7,0,2,0,10,4,0,0,38
157,2019-08-20,13,2,2,2,0,0,0,3,1,0,0,10
158,2019-08-20,14,1,1,0,0,1,0,1,0,0,0,4
159,2019-08-20,15,5,4,5,0,1,1,8,3,0,0,27
160,2019-08-20,16,3,2,3,0,0,0,4,2,0,1,15
161,2019-08-20,17,4,0,3,0,1,0,6,1,0,0,15
162,2019-08-20,18,3,2,6,0,1,0,6,1,0,0,19
163,2019-08-20,19,5,3,3,0,2,1,7,3,1,1,26
164,2019-08-20,20,3,1,1,0,0,0,3,4,0,0,12
165,2019-08-20,21,0,0,0,0,0,0,0,0,0,0,0
166,2019-08-20,22,0,0,0,0,0,0,0,0,0,0,0
167,2019-08-20,23,0,0,0,0,0,0,0,0,0,0,0
168,2019-08-21,0,1,1,0,0,0,0,1,0,0,0,3
169,2019-08-21,1,0,0,0,0,0,0,0,0,0,0,0
170,2019-08-21,2,0,0,0,0,0,0,0,0,0,0,0
171,2019-08-21,3,0,1,0,0,0,0,1,0,0,0,2
172,2019-08-21,4,0,1,0,0,0,0,2,0,0,0,3
173,2019-08-21,5,4,2,2,0,2,2,5,1,0,0,18
174,2019-08-21,6,8,6,3,0,2,1,7,1,3,0,31
175,2019-08-21,7,20,9,4,0,5,0,11,5,1,0,55
176,2019-08-21,8,13,8,7,1,8,1,15,1,0,0,54
177,2019-08-21,9,6,1,5,0,0,1,5,1,0,0,19
178,2019-08-21,10,13,2,5,0,0,2,6,7,0,0,35
179,2019-08-21,11,16,4,9,1,1,0,11,4,0,0,46
180,2019-08-21,12,6,0,6,0,0,0,7,2,0,0,21
181,2019-08-21,13,4,4,2,0,4,0,7,1,0,0,22
182,2019-08-21,14,0,0,0,0,0,0,0,0,0,0,0
183,2019-08-21,15,1,1,0,0,1,1,3,0,0,0,7
184,2019-08-21,16,9,2,4,0,1,0,8,5,1,0,30
185,2019-08-21,17,4,3,5,1,2,0,8,0,0,0,23
186,2019-08-21,18,4,1,5,1,0,0,6,0,0,0,17
187,2019-08-21,19,7,4,4,0,5,1,9,4,1,1,36
188,2019-08-21,20,2,2,1,0,0,0,4,2,0,0,11
189,2019-08-21,21,0,1,0,0,3,0,3,0,0,0,7
190,2019-08-21,22,0,0,0,0,0,0,0,0,0,0,0
191,2019-08-21,23,0,0,0,0,0,0,0,0,0,0,0
192,2019-08-22,0,0,0,0,0,0,0,0,0,0,0,0
193,2019-08-22,1,0,0,0,0,0,0,0,0,0,0,0
194,2019-08-22,2,1,1,0,0,0,0,1,0,0,0,3
195,2019-08-22,3,0,0,0,0,0,0,0,0,0,0,0
196,2019-08-22,4,3,1,0,0,0,1,1,2,0,0,8
197,2019-08-22,5,1,0,1,0,0,0,2,1,0,0,5
198,2019-08-22,6,11,6,5,0,2,1,8,4,1,0,38
199,2019-08-22,7,7,8,8,0,5,0,14,2,0,0,44
200,2019-08-22,8,4,6,5,1,5,0,12,1,0,0,34
201,2019-08-22,9,0,0,0,0,0,0,0,0,0,0,0
202,2019-08-22,10,4,2,2,1,1,1,6,2,0,0,19
203,2019-08-22,11,12,3,2,0,1,0,6,7,0,0,31
204,2019-08-22,12,8,3,5,0,2,0,7,4,0,0,29
205,2019-08-22,13,1,1,0,0,1,0,1,0,0,0,4
206,2019-08-22,14,0,0,0,0,0,0,0,0,0,0,0
207,2019-08-22,15,4,1,1,0,2,1,4,4,1,0,18
208,2019-08-22,16,4,1,3,0,0,0,6,2,0,0,16
209,2019-08-22,17,3,2,2,0,1,0,4,1,0,0,13
210,2019-08-22,18,4,2,5,0,3,1,8,1,0,0,24
211,2019-08-22,19,4,1,2,0,3,1,4,4,0,1,20
212,2019-08-22,20,3,1,1,0,0,0,3,2,0,0,10
213,2019-08-22,21,1,1,1,0,0,0,2,0,0,0,5
214,2019-08-22,22,0,0,0,0,0,0,0,0,0,0,0
215,2019-08-22,23,0,0,0,0,0,0,0,0,0,0,0
216,2019-08-23,0,0,0,0,0,1,0,0,0,0,0,1
217,2019-08-23,1,0,0,0,0,0,0,0,0,0,0,0
218,2019-08-23,2,0,0,0,0,0,0,0,0,0,0,0
219,2019-08-23,3,0,0,0,0,0,0,0,0,0,0,0
220,2019-08-23,4,1,2,0,0,2,0,4,0,0,0,9
221,2019-08-23,5,0,0,0,0,0,0,0,0,0,0,0
222,2019-08-23,6,6,4,2,0,0,1,6,1,3,0,23
223,2019-08-23,7,5,2,3,0,2,1,5,0,0,0,18
224,2019-08-23,8,10,7,3,0,4,1,8,6,0,0,39
225,2019-08-23,9,9,3,5,2,3,0,14,0,0,0,36
226,2019-08-23,10,0,0,0,0,0,0,0,0,0,0,0
227,2019-08-23,11,11,3,6,2,4,0,12,7,0,0,45
228,2019-08-23,12,4,3,4,0,2,0,9,3,0,0,25
229,2019-08-23,13,1,1,0,0,1,0,1,0,0,0,4
230,2019-08-23,14,1,1,0,0,0,0,2,0,0,0,4
231,2019-08-23,15,3,1,1,0,1,1,3,2,0,0,12
232,2019-08-23,16,6,2,4,0,0,0,6,4,0,1,23
233,2019-08-23,17,5,2,1,0,0,0,3,1,0,0,12
234,2019-08-23,18,4,4,4,0,0,0,6,1,0,0,19
235,2019-08-23,19,6,2,4,0,2,1,8,4,0,1,28
236,2019-08-23,20,1,2,2,0,2,0,5,1,0,0,13
237,2019-08-23,21,0,0,0,0,0,0,0,0,0,0,0
238,2019-08-23,22,0,0,0,0,1,0,0,0,0,0,1
239,2019-08-23,23,0,0,0,0,0,0,0,0,0,0,0
240,2019-08-24,0,0,0,0,0,0,0,0,0,0,0,0
241,2019-08-24,1,1,1,0,0,0,0,1,0,0,0,3
242,2019-08-24,2,0,0,0,0,0,0,0,0,0,0,0
243,2019-08-24,3,0,0,0,0,0,0,0,0,0,0,0
244,2019-08-24,4,1,2,0,0,2,0,4,0,0,0,9
245,2019-08-24,5,2,0,0,0,0,1,1,1,0,0,5
246,2019-08-24,6,7,3,4,0,1,0,5,3,2,0,25
247,2019-08-24,7,12,7,6,0,5,0,12,3,0,0,45
248,2019-08-24,8,5,6,2,1,7,0,9,1,0,0,31
249,2019-08-24,9,0,0,0,0,0,0,0,0,0,0,0
250,2019-08-24,10,0,0,0,0,0,0,0,0,0,0,0
251,2019-08-24,11,11,6,4,1,4,0,10,7,0,0,43
252,2019-08-24,12,8,6,5,0,3,0,11,3,0,0,36
253,2019-08-24,13,1,1,0,0,1,0,1,0,0,0,4
254,2019-08-24,14,0,0,0,0,0,0,0,0,0,0,0
255,2019-08-24,15,6,4,2,0,2,1,6,3,0,0,24
256,2019-08-24,16,5,2,4,0,2,0,5,2,0,0,20
257,2019-08-24,17,8,1,5,0,2,1,8,2,0,0,27
258,2019-08-24,18,2,1,1,0,0,0,3,0,0,0,7
259,2019-08-24,19,8,3,3,0,2,1,8,3,0,1,29
260,2019-08-24,20,1,1,5,0,3,0,6,1,0,0,17
261,2019-08-24,21,0,0,0,0,0,0,0,0,0,0,0
262,2019-08-24,22,0,0,0,0,0,0,0,0,0,0,0
263,2019-08-24,23,0,0,0,0,0,0,0,0,0,0,0
264,2019-08-25,0,0,0,0,0,1,0,0,0,0,0,1
265,2019-08-25,1,0,0,0,0,0,0,0,0,0,0,0
266,2019-08-25,2,1,1,0,0,0,0,2,0,0,0,4
267,2019-08-25,3,0,0,0,0,1,0,0,0,0,0,1
268,2019-08-25,4,1,1,0,0,0,0,1,0,0,0,3
269,2019-08-25,5,4,2,1,0,1,1,5,1,0,0,15
270,2019-08-25,6,4,2,4,0,2,1,5,1,0,0,19
271,2019-08-25,7,11,8,4,0,9,0,13,5,0,0,50
272,2019-08-25,8,6,3,4,0,3,0,7,1,0,0,24
273,2019-08-25,9,2,3,4,1,3,0,6,0,0,0,19
274,2019-08-25,10,0,0,0,0,0,0,0,0,0,0,0
275,2019-08-25,11,6,2,3,0,3,1,7,1,0,0,23
276,2019-08-25,12,14,5,8,0,3,0,12,8,0,0,50
277,2019-08-25,13,2,1,1,0,0,0,2,1,0,0,7
278,2019-08-25,14,1,1,0,0,1,0,1,0,0,0,4
279,2019-08-25,15,6,3,2,0,2,1,6,1,0,0,21
280,2019-08-25,16,2,2,2,0,2,0,3,1,0,1,13
281,2019-08-25,17,5,0,3,0,2,0,5,2,0,0,17
282,2019-08-25,18,3,3,1,0,1,0,3,1,0,0,12
283,2019-08-25,19,7,3,1,0,3,1,9,2,0,0,26
284,2019-08-25,20,0,0,0,0,0,0,0,0,0,0,0
285,2019-08-25,21,3,2,3,0,0,0,4,2,0,0,14
286,2019-08-25,22,0,0,0,0,0,0,0,0,0,0,0
287,2019-08-25,23,0,0,0,0,0,0,0,0,0,0,0
288,2019-08-26,0,0,0,0,0,0,0,0,0,0,0,0
289,2019-08-26,1,0,0,0,0,0,0,0,0,0,0,0
290,2019-08-26,2,0,0,0,0,1,0,0,0,0,0,1
291,2019-08-26,3,1,1,0,0,1,0,2,0,0,0,5
292,2019-08-26,4,0,1,1,0,0,0,2,0,0,0,4
293,2019-08-26,5,0,1,0,0,2,0,2,0,0,0,5
294,2019-08-26,6,5,3,1,0,1,1,5,2,1,0,19
295,2019-08-26,7,7,2,4,0,3,1,9,1,0,0,27
296,2019-08-26,8,7,7,6,0,4,0,14,1,0,0,39
297,2019-08-26,9,10,3,3,0,3,1,10,5,0,0,35
298,2019-08-26,10,5,2,8,0,1,1,10,1,0,0,28
299,2019-08-26,11,10,5,8,0,2,1,8,3,0,0,37
300,2019-08-26,12,13,5,8,0,2,0,15,7,0,0,50
301,2019-08-26,13,2,2,1,0,1,0,3,1,0,0,10
302,2019-08-26,14,0,0,0,0,0,0,0,0,0,0,0
303,2019-08-26,15,1,3,2,0,0,1,4,0,0,0,11
304,2019-08-26,16,4,0,3,0,1,0,4,2,0,0,14
305,2019-08-26,17,8,6,3,0,0,0,7,1,0,0,25
306,2019-08-26,18,3,1,2,0,1,0,4,1,0,0,12
307,2019-08-26,19,8,2,5,0,3,1,7,5,0,1,32
308,2019-08-26,20,0,0,0,0,1,0,0,0,0,0,1
309,2019-08-26,21,1,2,2,0,0,0,4,1,0,0,10
310,2019-08-26,22,0,0,0,0,0,0,0,0,0,0,0
311,2019-08-26,23,0,0,0,0,0,0,0,0,0,0,0
312,2019-08-27,0,0,0,0,0,0,0,0,0,0,0,0
313,2019-08-27,1,0,0,0,0,0,0,0,0,0,0,0
314,2019-08-27,2,0,1,0,0,2,0,2,0,0,0,5
315,2019-08-27,3,0,0,0,0,0,0,0,0,0,0,0
316,2019-08-27,4,1,1,0,0,0,0,1,0,0,0,3
317,2019-08-27,5,0,0,0,0,0,0,0,0,0,0,0
318,2019-08-27,6,2,0,0,0,0,1,1,0,2,0,6
319,2019-08-27,7,9,4,4,0,3,2,9,3,2,0,36
320,2019-08-27,8,11,5,9,0,2,0,11,3,0,0,41
321,2019-08-27,9,7,9,6,1,6,1,17,3,0,0,50
322,2019-08-27,10,4,1,5,1,4,0,11,1,0,0,27
323,2019-08-27,11,5,0,5,0,0,1,8,0,0,0,19
324,2019-08-27,12,10,6,8,0,2,0,12,3,0,0,41
325,2019-08-27,13,2,3,2,0,1,0,4,0,0,0,12
326,2019-08-27,14,4,1,3,0,1,1,2,3,0,0,15
327,2019-08-27,15,1,1,1,0,0,0,2,0,0,0,5
328,2019-08-27,16,3,3,2,0,0,0,4,3,0,0,15
329,2019-08-27,17,4,0,3,0,0,0,5,3,0,0,15
330,2019-08-27,18,1,1,2,0,0,0,3,0,0,0,7
331,2019-08-27,19,6,2,2,0,2,1,5,4,0,1,23
332,2019-08-27,20,2,2,3,0,1,0,3,2,0,0,13
333,2019-08-27,21,0,0,0,0,0,0,0,0,0,0,0
334,2019-08-27,22,0,0,0,0,0,0,0,0,0,0,0
335,2019-08-27,23,0,0,0,0,0,0,0,0,0,0,0
336,2019-08-28,0,0,0,0,0,0,0,0,0,0,0,0
337,2019-08-28,1,1,1,0,0,0,0,1,0,0,0,3
338,2019-08-28,2,0,0,0,0,0,0,0,0,0,0,0
339,2019-08-28,3,0,0,0,0,0,0,0,0,0,0,0
340,2019-08-28,4,1,2,0,0,0,0,3,0,0,0,6
341,2019-08-28,5,7,4,2,0,0,2,4,3,1,0,23
342,2019-08-28,6,6,4,4,0,4,1,6,2,1,0,28
343,2019-08-28,7,10,6,7,0,5,0,16,2,1,0,47
344,2019-08-28,8,2,4,1,0,4,0,6,2,1,0,20
345,2019-08-28,9,0,0,0,0,0,0,0,0,0,0,0
346,2019-08-28,10,6,2,4,1,3,1,5,2,2,0,26
347,2019-08-28,11,9,4,5,0,1,0,8,3,0,0,30
348,2019-08-28,12,4,4,4,0,2,0,7,1,0,0,22
349,2019-08-28,13,0,1,0,0,1,0,1,0,0,0,3
350,2019-08-28,14,4,3,2,0,0,1,4,1,0,0,15
351,2019-08-28,15,0,1,1,0,1,0,3,0,0,0,6
352,2019-08-28,16,6,1,6,0,2,0,9,3,0,0,27
353,2019-08-28,17,4,2,6,1,0,0,11,2,0,0,26
354,2019-08-28,18,5,2,6,1,4,0,9,2,0,0,29
355,2019-08-28,19,3,1,2,0,1,1,3,3,0,1,15
356,2019-08-28,20,2,3,5,0,2,0,5,1,0,0,18
357,2019-08-28,21,0,0,0,0,0,0,0,0,0,0,0
358,2019-08-28,22,0,0,0,0,0,0,0,0,0,0,0
359,2019-08-28,23,0,0,0,0,0,0,0,0,0,0,0
360,2019-08-29,0,0,0,0,0,0,0,0,0,0,0,0
361,2019-08-29,1,0,0,0,0,0,0,0,0,0,0,0
362,2019-08-29,2,0,0,0,0,0,0,0,0,0,0,0
363,2019-08-29,3,1,1,0,0,0,0,1,0,0,0,3
364,2019-08-29,4,0,0,0,0,0,0,0,0,0,0,0
365,2019-08-29,5,5,2,1,0,0,2,3,1,0,0,14
366,2019-08-29,6,5,3,4,0,3,0,7,1,0,0,23
367,2019-08-29,7,11,8,9,0,8,0,16,2,0,0,54
368,2019-08-29,8,8,6,2,0,3,0,7,1,1,0,28
369,2019-08-29,9,0,0,2,0,0,0,3,0,0,0,5
370,2019-08-29,10,0,0,0,0,0,0,0,0,0,0,0
371,2019-08-29,11,0,0,0,0,0,0,0,0,0,0,0
372,2019-08-29,12,6,1,5,1,2,0,7,2,0,0,24
373,2019-08-29,13,5,4,5,2,2,0,9,1,0,0,28
374,2019-08-29,14,0,1,0,0,1,0,1,0,0,0,3
375,2019-08-29,15,1,0,1,0,1,0,2,0,0,0,5
376,2019-08-29,16,6,4,3,0,3,1,6,2,0,0,25
377,2019-08-29,17,6,5,4,0,2,0,7,3,0,0,27
378,2019-08-29,18,4,1,2,0,0,0,3,0,1,0,11
379,2019-08-29,19,5,1,4,0,2,1,5,5,1,1,25
380,2019-08-29,20,2,2,2,0,1,0,4,1,0,0,12
381,2019-08-29,21,0,0,0,0,1,0,0,0,0,0,1
382,2019-08-29,22,0,0,0,0,0,0,0,0,0,0,0
383,2019-08-29,23,0,0,0,0,0,0,0,0,0,0,0
384,2019-08-30,0,0,0,0,0,0,0,0,0,0,0,0
385,2019-08-30,1,0,0,0,0,0,0,0,0,0,0,0
386,2019-08-30,2,0,0,0,0,0,0,0,0,0,0,0
387,2019-08-30,3,1,1,0,0,0,0,1,0,0,0,3
388,2019-08-30,4,0,0,0,0,0,0,0,0,0,0,0
389,2019-08-30,5,8,5,3,0,4,2,12,1,1,0,36
390,2019-08-30,6,9,4,6,0,6,0,10,1,2,0,38
391,2019-08-30,7,2,1,2,0,1,0,3,0,0,0,9
392,2019-08-30,8,6,3,5,1,2,0,8,3,0,0,28
393,2019-08-30,9,0,0,0,0,0,0,1,0,0,0,1
394,2019-08-30,10,6,2,4,0,0,1,6,3,0,0,22
395,2019-08-30,11,9,3,5,3,3,0,13,4,0,0,40
396,2019-08-30,12,10,3,5,0,2,0,9,4,1,0,34
397,2019-08-30,13,1,2,0,0,1,0,2,2,0,0,8
398,2019-08-30,14,1,0,1,0,0,0,1,0,0,0,3
399,2019-08-30,15,4,6,2,0,0,1,4,1,0,0,18
400,2019-08-30,16,6,4,3,0,0,0,6,2,0,1,22
401,2019-08-30,17,6,1,6,0,2,0,9,3,0,0,27
402,2019-08-30,18,4,2,4,0,1,0,8,0,0,0,19
403,2019-08-30,19,5,2,3,0,3,1,6,4,0,1,25
404,2019-08-30,20,1,3,2,0,1,0,1,1,0,0,9
405,2019-08-30,21,0,0,0,0,0,0,0,0,0,0,0
406,2019-08-30,22,0,0,0,0,0,0,0,0,0,0,0
407,2019-08-30,23,0,0,0,0,0,0,0,0,0,0,0
408,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0
409,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,0
410,2019-08-31,2,0,0,0,0,0,0,0,0,0,0,0
411,2019-08-31,3,0,0,0,0,0,0,0,0,0,0,0
412,2019-08-31,4,1,1,0,0,0,0,2,0,0,0,4
413,2019-08-31,5,4,2,2,0,2,1,7,3,1,0,22
414,2019-08-31,6,5,6,5,0,2,1,5,2,1,0,27
415,2019-08-31,7,12,7,6,0,7,0,10,2,1,0,45
416,2019-08-31,8,4,6,7,0,8,0,10,1,0,0,36
417,2019-08-31,9,0,0,0,0,0,0,0,0,0,0,0
418,2019-08-31,10,0,0,0,0,0,0,0,0,0,0,0
419,2019-08-31,11,7,4,3,1,3,0,8,4,0,0,30
