,date,hour,kitchen,bathroom,lounge,frontdoor,bedroom,kettle,hallway,fridgedoor,backdoor,oven,total
104,2019-08-18,8,8,1,2,0,2,2,6,2,1,0,24
105,2019-08-18,9,6,0,0,0,0,2,0,6,0,0,14
106,2019-08-18,10,4,2,0,0,0,0,3,0,4,0,13
107,2019-08-18,11,6,1,2,0,4,0,10,0,1,0,24
108,2019-08-18,12,2,2,1,0,2,0,3,0,1,0,11
109,2019-08-18,13,1,1,0,0,0,0,1,0,0,0,3
110,2019-08-18,14,0,0,0,0,0,0,0,0,0,0,0
111,2019-08-18,15,0,0,0,0,0,0,0,0,0,0,0
112,2019-08-18,16,0,0,0,0,0,0,0,0,0,0,0
113,2019-08-18,17,1,2,0,0,1,0,1,0,1,0,6
114,2019-08-18,18,5,0,3,0,1,1,5,1,2,0,18
115,2019-08-18,19,1,0,1,0,0,0,1,0,0,0,3
116,2019-08-18,20,1,0,1,0,0,0,0,0,0,0,2
117,2019-08-18,21,6,3,4,0,4,1,9,1,2,0,30
118,2019-08-18,22,1,1,1,0,2,0,4,0,0,0,9
119,2019-08-18,23,0,0,0,0,0,0,0,0,0,0,0
120,2019-08-19,0,0,0,0,0,0,0,0,0,0,0,0
121,2019-08-19,1,0,0,0,0,0,0,0,0,0,0,0
122,2019-08-19,2,0,0,0,0,0,0,0,0,0,0,0
123,2019-08-19,3,0,0,0,0,0,0,0,0,0,0,0
124,2019-08-19,4,0,0,0,0,0,0,0,0,0,0,0
125,2019-08-19,5,0,0,0,0,0,0,0,0,0,0,0
126,2019-08-19,6,3,1,1,0,1,1,2,0,1,0,10
127,2019-08-19,7,5,5,1,0,6,0,5,0,0,0,22
128,2019-08-19,8,9,5,1,0,1,1,9,4,6,0,36
129,2019-08-19,9,5,1,1,0,1,0,6,0,2,0,16
130,2019-08-19,10,0,0,0,0,0,0,0,0,0,0,0
131,2019-08-19,11,9,1,4,0,2,0,11,0,3,0,30
132,2019-08-19,12,9,0,3,0,1,1,5,3,3,1,26
133,2019-08-19,13,10,4,1,0,3,1,6,2,5,0,32
134,2019-08-19,14,1,0,0,0,0,0,1,0,1,0,3
135,2019-08-19,15,4,0,2,0,1,0,4,1,2,0,14
136,2019-08-19,16,15,2,7,0,1,2,12,6,3,0,48
137,2019-08-19,17,9,1,5,1,0,1,9,3,5,0,34
138,2019-08-19,18,9,1,0,0,1,0,4,3,4,0,22
139,2019-08-19,19,8,1,2,0,0,1,4,5,1,0,22
140,2019-08-19,20,0,0,1,0,0,0,1,0,0,0,2
141,2019-08-19,21,4,6,2,0,5,0,9,0,0,0,26
142,2019-08-19,22,0,0,0,0,0,0,1,0,0,0,1
143,2019-08-19,23,0,1,0,0,1,0,2,0,0,0,4
144,2019-08-20,0,0,0,0,0,0,0,0,0,0,0,0
145,2019-08-20,1,0,0,0,0,0,0,0,0,0,0,0
146,2019-08-20,2,0,0,0,0,0,0,0,0,0,0,0
147,2019-08-20,3,0,0,0,0,0,0,0,0,0,0,0
148,2019-08-20,4,0,0,0,0,0,0,0,0,0,0,0
149,2019-08-20,5,0,0,0,0,0,0,0,0,0,0,0
150,2019-08-20,6,0,3,1,0,3,0,2,0,0,0,9
151,2019-08-20,7,9,8,1,0,4,2,10,3,1,0,38
152,2019-08-20,8,4,0,0,0,0,0,3,3,1,0,11
153,2019-08-20,9,4,5,0,0,1,0,3,0,2,0,15
154,2019-08-20,10,4,3,1,0,3,0,7,0,1,0,19
155,2019-08-20,11,4,2,2,0,0,0,5,0,2,0,15
156,2019-08-20,12,5,0,2,0,0,2,2,3,1,1,16
157,2019-08-20,13,4,1,0,1,0,0,4,2,0,0,12
158,2019-08-20,14,2,0,0,1,0,0,2,1,0,0,6
159,2019-08-20,15,1,0,0,0,0,0,1,0,0,0,2
160,2019-08-20,16,9,5,5,0,2,2,14,0,0,0,37
161,2019-08-20,17,9,0,5,0,1,0,8,5,3,0,31
162,2019-08-20,18,7,2,1,0,0,0,2,3,1,0,16
163,2019-08-20,19,6,3,3,0,1,0,8,2,1,0,24
164,2019-08-20,20,3,4,6,0,0,1,5,2,0,0,21
165,2019-08-20,21,2,5,1,0,4,0,7,0,0,0,19
166,2019-08-20,22,0,0,0,0,0,0,0,0,0,0,0
167,2019-08-20,23,0,0,0,0,0,0,0,0,0,0,0
168,2019-08-21,0,0,0,0,0,0,0,0,0,0,0,0
169,2019-08-21,1,0,0,0,0,0,0,0,0,0,0,0
170,2019-08-21,2,0,0,0,0,0,0,0,0,0,0,0
171,2019-08-21,3,0,0,0,0,0,0,0,0,0,0,0
172,2019-08-21,4,0,0,0,0,0,0,0,0,0,0,0
173,2019-08-21,5,0,0,0,0,0,0,0,0,0,0,0
174,2019-08-21,6,0,0,0,0,0,0,0,0,0,0,0
175,2019-08-21,7,8,6,1,0,5,1,8,1,1,0,31
176,2019-08-21,8,6,0,0,0,1,1,5,2,0,0,15
177,2019-08-21,9,6,2,3,1,1,0,8,0,4,0,25
178,2019-08-21,10,4,4,1,0,1,0,5,0,2,0,17
179,2019-08-21,11,4,0,0,0,1,0,3,2,0,0,10
180,2019-08-21,12,14,4,1,1,2,2,10,3,3,2,42
181,2019-08-21,13,4,0,0,0,1,1,2,3,0,0,11
182,2019-08-21,14,1,0,0,0,1,0,1,0,0,0,3
183,2019-08-21,15,11,6,0,0,4,2,10,5,0,0,38
184,2019-08-21,16,3,0,0,0,1,0,4,0,0,0,8
185,2019-08-21,17,0,0,0,0,0,0,0,0,0,0,0
186,2019-08-21,18,0,0,0,0,0,0,0,0,0,0,0
187,2019-08-21,19,9,1,2,0,3,2,7,3,2,1,30
188,2019-08-21,20,3,4,2,0,3,0,8,0,0,0,20
189,2019-08-21,21,1,0,1,0,0,0,2,0,0,0,4
190,2019-08-21,22,0,0,0,0,0,0,0,0,0,0,0
191,2019-08-21,23,1,1,1,0,1,0,2,0,0,0,6
192,2019-08-22,0,0,0,0,0,0,0,0,0,0,0,0
193,2019-08-22,1,0,0,0,0,0,0,0,0,0,0,0
194,2019-08-22,2,0,0,0,0,0,0,0,0,0,0,0
195,2019-08-22,3,0,0,0,0,0,0,0,0,0,0,0
196,2019-08-22,4,0,0,0,0,0,0,0,0,0,0,0
197,2019-08-22,5,0,0,0,0,1,0,0,0,0,0,1
198,2019-08-22,6,3,3,4,0,2,1,6,0,0,0,19
199,2019-08-22,7,5,5,0,0,7,0,8,0,0,0,25
200,2019-08-22,8,8,0,0,0,4,2,6,5,4,0,29
201,2019-08-22,9,11,4,2,0,4,0,12,0,2,0,35
202,2019-08-22,10,0,0,0,0,0,0,0,0,1,0,1
203,2019-08-22,11,7,2,4,0,1,0,9,0,0,0,23
204,2019-08-22,12,7,0,0,0,0,1,5,2,0,3,18
205,2019-08-22,13,5,0,0,0,1,1,2,4,0,0,13
206,2019-08-22,14,7,3,0,0,0,0,3,4,0,0,17
207,2019-08-22,15,3,2,2,0,0,0,4,0,0,0,11
208,2019-08-22,16,8,0,1,0,0,2,3,8,0,0,22
209,2019-08-22,17,7,2,3,0,3,0,7,2,0,0,24
210,2019-08-22,18,9,0,1,0,0,0,2,9,4,0,25
211,2019-08-22,19,9,5,6,0,2,1,7,2,1,0,33
212,2019-08-22,20,2,3,2,0,0,0,4,0,0,0,11
213,2019-08-22,21,2,2,1,0,2,0,3,0,0,0,10
214,2019-08-22,22,0,0,0,0,0,0,0,0,0,0,0
215,2019-08-22,23,0,0,0,0,0,0,0,0,0,0,0
216,2019-08-23,0,0,0,0,0,0,0,0,0,0,0,0
217,2019-08-23,1,0,0,0,0,0,0,0,0,0,0,0
218,2019-08-23,2,0,0,0,0,0,0,0,0,0,0,0
219,2019-08-23,3,0,0,0,0,0,0,0,0,0,0,0
220,2019-08-23,4,0,0,0,0,0,0,0,0,0,0,0
221,2019-08-23,5,0,0,0,0,0,0,0,0,0,0,0
222,2019-08-23,6,3,1,1,0,1,1,3,0,0,0,10
223,2019-08-23,7,1,0,0,0,1,0,1,0,0,0,3
224,2019-08-23,8,7,2,0,0,3,1,2,8,1,0,24
225,2019-08-23,9,6,2,1,0,2,1,8,2,0,0,22
226,2019-08-23,10,11,4,4,1,3,1,7,3,0,0,34
227,2019-08-23,11,6,1,1,0,2,0,5,4,0,0,19
228,2019-08-23,12,9,2,1,1,3,1,8,4,0,0,29
229,2019-08-23,13,1,0,0,0,0,1,0,1,0,0,3
230,2019-08-23,14,3,0,0,0,1,0,4,1,0,0,9
231,2019-08-23,15,0,0,0,0,0,0,0,0,0,0,0
232,2019-08-23,16,4,1,1,0,0,2,3,2,0,0,13
233,2019-08-23,17,3,0,3,0,1,1,3,3,0,0,14
234,2019-08-23,18,11,3,0,1,2,0,3,10,5,0,35
235,2019-08-23,19,8,3,3,0,0,1,3,4,1,0,23
236,2019-08-23,20,3,0,3,0,0,0,4,0,0,0,10
237,2019-08-23,21,3,4,2,0,2,0,6,0,0,0,17
238,2019-08-23,22,5,1,5,0,1,0,5,0,0,0,17
239,2019-08-23,23,0,0,0,0,0,0,0,0,0,0,0
240,2019-08-24,0,0,0,0,0,0,0,0,0,0,0,0
241,2019-08-24,1,0,0,0,0,0,0,0,0,0,0,0
242,2019-08-24,2,0,0,0,0,0,0,0,0,0,0,0
243,2019-08-24,3,0,0,0,0,0,0,0,0,0,0,0
244,2019-08-24,4,0,0,0,0,0,0,0,0,0,0,0
245,2019-08-24,5,0,0,0,0,0,0,0,0,0,0,0
246,2019-08-24,6,7,5,1,0,6,1,8,2,1,0,31
247,2019-08-24,7,5,1,0,0,0,0,3,2,1,0,12
248,2019-08-24,8,12,1,0,0,0,1,5,9,1,0,29
249,2019-08-24,9,5,1,0,0,1,2,3,3,0,0,15
250,2019-08-24,10,11,4,0,0,5,0,10,1,1,0,32
251,2019-08-24,11,0,0,0,0,0,0,0,0,0,0,0
252,2019-08-24,12,0,0,0,0,0,0,0,0,0,0,0
253,2019-08-24,13,4,3,0,0,2,2,4,2,0,1,18
254,2019-08-24,14,3,0,0,0,1,0,4,0,0,0,8
255,2019-08-24,15,8,1,8,0,1,1,7,1,0,0,27
256,2019-08-24,16,7,0,6,0,1,1,6,2,0,0,23
257,2019-08-24,17,6,1,6,0,2,0,4,3,0,0,22
258,2019-08-24,18,11,0,3,1,0,1,6,7,0,0,29
259,2019-08-24,19,7,2,2,0,1,1,4,3,2,0,22
260,2019-08-24,20,2,4,1,0,1,0,4,0,0,0,12
261,2019-08-24,21,1,1,1,0,0,0,2,0,0,0,5
262,2019-08-24,22,1,1,0,0,1,0,3,0,0,0,6
263,2019-08-24,23,0,0,0,0,0,0,0,0,0,0,0
264,2019-08-25,0,0,0,0,0,0,0,0,0,0,0,0
265,2019-08-25,1,0,0,0,0,1,0,1,0,0,0,2
266,2019-08-25,2,0,0,0,0,0,0,0,0,0,0,0
267,2019-08-25,3,0,0,0,0,0,0,0,0,0,0,0
268,2019-08-25,4,0,0,0,0,0,0,0,0,0,0,0
269,2019-08-25,5,0,0,0,0,0,0,0,0,0,0,0
270,2019-08-25,6,2,1,1,0,1,0,2,0,1,0,8
271,2019-08-25,7,5,0,0,0,2,1,4,0,1,0,13
272,2019-08-25,8,3,6,0,0,3,0,8,0,1,0,21
273,2019-08-25,9,8,1,1,0,0,3,4,5,0,0,22
274,2019-08-25,10,3,1,2,0,0,0,4,0,0,0,10
275,2019-08-25,11,3,0,3,0,0,0,5,0,0,0,11
276,2019-08-25,12,5,0,2,1,0,0,3,3,0,0,14
277,2019-08-25,13,5,1,0,0,1,1,2,5,0,0,15
278,2019-08-25,14,3,1,0,0,0,1,2,3,0,0,10
279,2019-08-25,15,4,1,3,0,0,1,4,0,0,0,13
280,2019-08-25,16,5,1,1,0,1,0,3,2,1,0,14
281,2019-08-25,17,8,4,1,0,0,0,4,5,0,0,22
282,2019-08-25,18,7,1,4,0,1,1,6,4,0,0,24
283,2019-08-25,19,4,3,2,0,1,0,7,0,0,0,17
284,2019-08-25,20,5,0,7,0,1,0,8,0,0,0,21
285,2019-08-25,21,2,4,2,0,5,0,8,0,0,0,21
286,2019-08-25,22,0,0,0,0,0,0,0,0,0,0,0
287,2019-08-25,23,0,0,0,0,1,0,0,0,0,0,1
288,2019-08-26,0,0,1,0,0,0,0,2,0,0,0,3
289,2019-08-26,1,0,0,0,0,0,0,0,0,0,0,0
290,2019-08-26,2,0,0,0,0,0,0,0,0,0,0,0
291,2019-08-26,3,0,0,0,0,0,0,0,0,0,0,0
292,2019-08-26,4,0,0,0,0,0,0,0,0,0,0,0
293,2019-08-26,5,0,0,0,0,0,0,0,0,0,0,0
294,2019-08-26,6,1,1,0,0,1,0,2,0,0,0,5
295,2019-08-26,7,2,1,1,0,0,1,2,0,1,0,8
296,2019-08-26,8,3,8,0,0,7,0,5,0,0,0,23
297,2019-08-26,9,12,3,1,0,2,2,9,6,0,0,35
298,2019-08-26,10,1,0,0,0,0,0,0,1,0,0,2
299,2019-08-26,11,11,3,4,0,3,0,12,0,3,0,36
300,2019-08-26,12,0,0,0,0,0,0,0,0,0,0,0
301,2019-08-26,13,1,0,0,0,0,0,0,0,0,0,1
302,2019-08-26,14,6,3,1,0,1,2,5,4,0,2,24
303,2019-08-26,15,5,1,2,0,0,0,3,2,0,0,13
304,2019-08-26,16,4,1,2,0,0,0,6,0,0,0,13
305,2019-08-26,17,10,0,7,0,1,1,7,8,0,0,34
306,2019-08-26,18,8,1,1,0,3,0,5,4,0,0,22
307,2019-08-26,19,7,0,3,0,1,1,7,3,4,0,26
308,2019-08-26,20,1,2,3,0,1,0,6,0,0,0,13
309,2019-08-26,21,4,1,2,0,1,0,5,0,0,0,13
310,2019-08-26,22,2,5,1,0,7,0,8,0,0,0,23
311,2019-08-26,23,0,0,0,0,0,0,0,0,0,0,0
312,2019-08-27,0,0,0,0,0,0,0,0,0,0,0,0
313,2019-08-27,1,0,0,0,0,0,0,0,0,0,0,0
314,2019-08-27,2,0,0,0,0,0,0,0,0,0,0,0
315,2019-08-27,3,0,0,0,0,0,0,0,0,0,0,0
316,2019-08-27,4,0,1,0,0,1,0,2,0,0,0,4
317,2019-08-27,5,0,0,0,0,1,0,0,0,0,0,1
318,2019-08-27,6,0,1,0,0,0,1,2,0,0,0,4
319,2019-08-27,7,1,7,0,0,7,0,4,0,1,0,20
320,2019-08-27,8,9,6,0,0,3,2,8,5,0,0,33
321,2019-08-27,9,5,3,0,1,3,0,5,0,2,0,19
322,2019-08-27,10,5,5,0,0,4,0,8,0,0,0,22
323,2019-08-27,11,6,2,0,0,2,1,9,2,1,0,23
324,2019-08-27,12,0,0,0,0,0,0,0,0,0,0,0
325,2019-08-27,13,3,2,2,0,2,0,3,0,0,0,12
326,2019-08-27,14,6,0,0,0,0,2,3,2,0,1,14
327,2019-08-27,15,3,0,0,0,1,0,3,1,0,0,8
328,2019-08-27,16,6,4,1,0,2,0,5,0,2,0,20
329,2019-08-27,17,3,0,1,0,1,0,4,2,0,0,11
330,2019-08-27,18,7,1,0,0,0,1,3,5,0,0,17
331,2019-08-27,19,2,0,0,0,0,0,0,1,0,0,3
332,2019-08-27,20,9,7,4,0,3,1,13,3,3,0,43
333,2019-08-27,21,2,1,1,0,2,0,6,0,0,0,12
334,2019-08-27,22,0,1,0,0,1,0,2,0,0,0,4
335,2019-08-27,23,0,0,0,0,0,0,0,0,0,0,0
336,2019-08-28,0,0,0,0,0,0,0,0,0,0,0,0
337,2019-08-28,1,0,1,0,0,1,0,2,0,0,0,4
338,2019-08-28,2,0,0,0,0,0,0,0,0,0,0,0
339,2019-08-28,3,0,0,0,0,0,0,0,0,0,0,0
340,2019-08-28,4,1,0,0,0,1,0,2,0,0,0,4
341,2019-08-28,5,1,0,0,0,1,1,1,0,0,0,4
342,2019-08-28,6,1,1,0,0,0,0,1,0,0,0,3
343,2019-08-28,7,2,2,4,0,3,0,7,0,0,0,18
344,2019-08-28,8,8,2,0,0,4,1,8,1,0,0,24
345,2019-08-28,9,9,4,0,0,2,0,5,4,0,0,24
346,2019-08-28,10,4,3,5,0,0,0,6,0,0,0,18
347,2019-08-28,11,7,3,1,0,3,0,7,0,0,0,21
348,2019-08-28,12,9,2,0,0,1,1,9,1,0,0,23
349,2019-08-28,13,3,2,0,0,0,1,2,1,0,1,10
350,2019-08-28,14,6,4,1,0,3,0,6,1,1,0,22
351,2019-08-28,15,0,0,0,0,0,0,0,0,1,0,1
352,2019-08-28,16,9,2,0,0,0,1,7,2,4,0,25
353,2019-08-28,17,5,0,0,0,0,0,0,5,3,0,13
354,2019-08-28,18,7,3,0,0,2,1,5,2,1,0,21
355,2019-08-28,19,4,0,0,0,0,0,0,2,2,0,8
356,2019-08-28,20,11,3,6,0,2,2,13,5,1,0,43
357,2019-08-28,21,5,3,2,0,5,0,7,1,0,0,23
358,2019-08-28,22,0,0,0,0,0,0,0,0,0,0,0
359,2019-08-28,23,0,0,0,0,0,0,0,0,0,0,0
360,2019-08-29,0,0,0,0,0,0,0,0,0,0,0,0
361,2019-08-29,1,0,0,0,0,0,0,0,0,0,0,0
362,2019-08-29,2,0,0,0,0,0,0,0,0,0,0,0
363,2019-08-29,3,1,0,0,0,1,0,2,0,0,0,4
364,2019-08-29,4,0,0,0,0,0,0,0,0,0,0,0
365,2019-08-29,5,3,1,1,0,1,1,4,0,0,0,11
366,2019-08-29,6,2,2,0,0,2,0,2,0,1,0,9
367,2019-08-29,7,10,4,0,0,6,2,6,2,2,0,32
368,2019-08-29,8,10,6,4,0,2,0,8,1,7,0,38
369,2019-08-29,9,7,0,0,0,1,0,6,0,2,0,16
370,2019-08-29,10,2,2,0,0,0,0,3,0,1,0,8
371,2019-08-29,11,10,0,3,2,2,1,8,2,0,0,28
372,2019-08-29,12,7,3,2,0,2,1,6,5,3,1,30
373,2019-08-29,13,6,0,0,0,0,1,2,3,3,1,16
374,2019-08-29,14,7,2,0,1,3,0,6,0,0,0,19
375,2019-08-29,15,0,0,0,0,0,0,1,0,0,0,1
376,2019-08-29,16,2,0,1,0,1,0,2,0,2,0,8
377,2019-08-29,17,11,6,0,1,0,3,5,6,2,0,34
378,2019-08-29,18,7,2,5,0,0,0,6,5,2,0,27
379,2019-08-29,19,9,5,4,0,2,1,9,4,3,0,37
380,2019-08-29,20,0,0,0,0,0,0,0,0,0,0,0
381,2019-08-29,21,2,2,2,0,2,0,6,1,0,0,15
382,2019-08-29,22,0,1,0,0,0,0,2,0,0,0,3
383,2019-08-29,23,0,0,0,0,0,0,0,0,0,0,0
384,2019-08-30,0,0,0,0,0,0,0,0,0,0,0,0
385,2019-08-30,1,1,0,0,0,1,0,2,0,0,0,4
386,2019-08-30,2,0,0,0,0,0,0,0,0,0,0,0
387,2019-08-30,3,0,0,0,0,0,0,0,0,0,0,0
388,2019-08-30,4,2,1,0,0,2,0,5,0,0,0,10
389,2019-08-30,5,0,0,0,0,0,0,0,0,0,0,0
390,2019-08-30,6,0,0,0,0,0,0,0,0,0,0,0
391,2019-08-30,7,5,0,1,0,4,1,3,0,1,0,15
392,2019-08-30,8,9,2,1,0,3,0,8,2,3,0,28
393,2019-08-30,9,9,6,1,0,3,2,7,3,1,0,32
394,2019-08-30,10,7,0,0,1,0,1,2,2,3,0,16
395,2019-08-30,11,12,4,4,0,4,0,14,0,3,0,41
396,2019-08-30,12,11,1,1,0,2,2,4,5,3,2,31
397,2019-08-30,13,1,0,0,0,0,0,0,0,0,0,1
398,2019-08-30,14,6,0,1,1,1,2,4,3,0,0,18
399,2019-08-30,15,8,1,1,1,0,2,3,5,0,0,21
400,2019-08-30,16,5,0,0,1,0,0,0,6,0,0,12
401,2019-08-30,17,4,0,1,0,0,0,2,3,0,0,10
402,2019-08-30,18,5,6,0,0,2,0,7,0,3,0,23
403,2019-08-30,19,11,5,0,1,3,0,10,6,1,0,37
404,2019-08-30,20,8,2,2,0,2,1,6,4,2,0,27
405,2019-08-30,21,5,2,5,0,0,0,7,0,1,0,20
406,2019-08-30,22,4,2,1,0,4,0,5,0,0,0,16
407,2019-08-30,23,0,0,0,0,0,0,0,0,0,0,0
408,2019-08-31,0,1,1,0,0,3,0,4,0,0,0,9
409,2019-08-31,1,0,0,0,0,1,0,1,0,0,0,2
410,2019-08-31,2,0,0,0,0,0,0,0,0,0,0,0
411,2019-08-31,3,0,0,0,0,1,0,0,0,0,0,1
412,2019-08-31,4,0,0,0,0,0,0,0,0,0,0,0
413,2019-08-31,5,1,1,1,0,0,0,2,0,0,0,5
414,2019-08-31,6,4,1,0,0,2,1,4,1,1,0,14
415,2019-08-31,7,0,2,0,0,1,0,3,0,0,0,6
416,2019-08-31,8,11,0,0,1,0,3,5,6,5,0,31
417,2019-08-31,9,6,3,1,0,4,0,7,1,1,0,23
418,2019-08-31,10,10,6,5,0,5,0,12,4,4,0,46
419,2019-08-31,11,7,0,0,2,1,1,3,3,2,0,19
