,date,hour,kitchen,bathroom,lounge,frontdoor,bedroom,kettle,hallway,fridgedoor,backdoor,oven,total
104,2019-08-18,8,4,3,0,0,4,0,4,1,0,0,16
105,2019-08-18,9,0,0,0,0,0,0,0,0,0,0,0
106,2019-08-18,10,0,0,0,0,0,0,0,0,0,0,0
107,2019-08-18,11,4,1,1,0,2,0,5,2,1,0,16
108,2019-08-18,12,3,1,0,0,1,0,4,1,0,0,10
109,2019-08-18,13,1,2,1,0,0,0,2,0,0,0,6
110,2019-08-18,14,2,2,0,0,2,0,3,0,0,0,9
111,2019-08-18,15,7,3,0,0,7,0,4,2,1,0,24
112,2019-08-18,16,7,1,0,0,2,0,3,3,0,0,16
113,2019-08-18,17,1,0,0,0,1,0,1,0,0,0,3
114,2019-08-18,18,4,2,2,1,3,0,9,0,1,0,22
115,2019-08-18,19,0,4,0,0,4,0,0,0,0,0,8
116,2019-08-18,20,0,3,0,0,4,0,0,0,0,0,7
117,2019-08-18,21,0,1,0,0,0,0,0,0,0,0,1
118,2019-08-18,22,0,2,0,0,2,0,0,0,0,0,4
119,2019-08-18,23,0,0,0,0,0,0,0,0,0,0,0
120,2019-08-19,0,0,0,0,0,0,0,0,0,0,0,0
121,2019-08-19,1,0,1,0,0,2,0,0,0,0,0,3
122,2019-08-19,2,0,1,0,0,0,0,0,0,0,0,1
123,2019-08-19,3,0,1,0,0,1,0,0,0,0,0,2
124,2019-08-19,4,0,0,0,0,0,0,0,0,0,0,0
125,2019-08-19,5,2,1,0,0,3,0,3,0,1,0,10
126,2019-08-19,6,8,3,2,0,2,0,4,2,2,1,24
127,2019-08-19,7,5,6,1,0,5,0,5,0,1,0,23
128,2019-08-19,8,2,1,1,0,1,1,2,0,0,0,8
129,2019-08-19,9,4,3,1,0,2,1,5,0,0,0,16
130,2019-08-19,10,7,2,1,0,1,0,10,2,1,0,24
131,2019-08-19,11,4,3,1,0,1,0,5,1,2,0,17
132,2019-08-19,12,1,0,0,0,1,1,2,0,2,0,7
133,2019-08-19,13,5,5,4,0,6,0,8,0,0,0,28
134,2019-08-19,14,4,1,4,0,0,1,6,0,1,0,17
135,2019-08-19,15,8,4,2,0,0,1,6,1,1,0,23
136,2019-08-19,16,5,3,3,0,1,1,7,0,0,0,20
137,2019-08-19,17,2,2,0,0,2,0,1,0,0,0,7
138,2019-08-19,18,1,4,0,0,5,0,3,0,0,0,13
139,2019-08-19,19,0,2,0,0,2,0,0,0,0,0,4
140,2019-08-19,20,0,0,0,0,0,0,0,0,0,0,0
141,2019-08-19,21,0,0,0,0,0,0,0,0,0,0,0
142,2019-08-19,22,0,0,0,0,0,0,0,0,0,0,0
143,2019-08-19,23,0,1,0,0,1,0,0,0,0,0,2
144,2019-08-20,0,0,2,0,0,2,0,0,0,0,0,4
145,2019-08-20,1,0,0,0,0,0,0,0,0,0,0,0
146,2019-08-20,2,0,0,0,0,0,0,0,0,0,0,0
147,2019-08-20,3,0,0,0,0,0,0,0,0,0,0,0
148,2019-08-20,4,0,0,0,0,0,0,0,0,0,0,0
149,2019-08-20,5,0,1,0,0,2,0,0,0,0,0,3
150,2019-08-20,6,3,1,0,0,3,1,4,0,0,0,12
151,2019-08-20,7,6,3,1,0,4,1,3,3,0,1,22
152,2019-08-20,8,2,4,3,0,4,0,5,0,0,0,18
153,2019-08-20,9,4,1,0,0,1,1,3,0,0,0,10
154,2019-08-20,10,4,2,2,0,2,1,7,0,1,0,19
155,2019-08-20,11,4,3,4,0,3,0,6,0,0,0,20
156,2019-08-20,12,6,2,1,1,2,0,5,2,1,0,20
157,2019-08-20,13,5,1,1,1,2,1,5,0,0,0,16
158,2019-08-20,14,0,0,0,0,0,0,0,0,0,0,0
159,2019-08-20,15,7,4,1,0,4,0,7,2,1,0,26
160,2019-08-20,16,3,1,0,0,1,0,3,2,0,0,10
161,2019-08-20,17,6,1,1,0,0,1,5,1,1,0,16
162,2019-08-20,18,2,3,0,0,3,0,3,0,0,0,11
163,2019-08-20,19,0,4,0,0,3,0,0,0,0,0,7
164,2019-08-20,20,0,3,0,0,4,0,0,0,0,0,7
165,2019-08-20,21,0,4,0,0,3,0,0,0,0,0,7
166,2019-08-20,22,0,1,0,0,1,0,0,0,0,0,2
167,2019-08-20,23,0,1,0,0,1,0,0,0,0,0,2
168,2019-08-21,0,0,0,0,0,0,0,0,0,0,0,0
169,2019-08-21,1,0,2,0,0,2,0,0,0,0,0,4
170,2019-08-21,2,0,2,0,0,2,0,0,0,0,0,4
171,2019-08-21,3,0,0,0,0,0,0,0,0,0,0,0
172,2019-08-21,4,0,0,0,0,0,0,0,0,0,0,0
173,2019-08-21,5,1,2,0,0,2,0,1,0,0,0,6
174,2019-08-21,6,1,2,0,0,2,1,1,0,0,0,7
175,2019-08-21,7,6,5,0,0,6,1,5,4,1,1,29
176,2019-08-21,8,1,3,0,0,4,0,1,0,0,0,9
177,2019-08-21,9,6,8,1,0,5,2,6,0,0,0,28
178,2019-08-21,10,4,7,1,0,6,0,7,0,0,0,25
179,2019-08-21,11,4,1,1,0,3,1,4,2,1,0,17
180,2019-08-21,12,7,3,0,0,6,0,5,1,2,0,24
181,2019-08-21,13,0,0,0,0,0,0,0,0,0,0,0
182,2019-08-21,14,0,0,0,0,0,0,0,0,0,0,0
183,2019-08-21,15,11,4,0,0,7,1,8,3,2,0,36
184,2019-08-21,16,8,3,0,0,3,0,2,3,0,0,19
185,2019-08-21,17,4,0,2,0,1,1,3,0,0,0,11
186,2019-08-21,18,2,3,1,0,3,0,3,0,0,0,12
187,2019-08-21,19,0,3,0,0,3,0,0,0,0,0,6
188,2019-08-21,20,0,0,0,0,0,0,0,0,0,0,0
189,2019-08-21,21,0,0,0,0,0,0,0,0,0,0,0
190,2019-08-21,22,0,0,0,0,0,0,0,0,0,0,0
191,2019-08-21,23,0,0,0,0,0,0,0,0,0,0,0
192,2019-08-22,0,0,0,0,0,0,0,0,0,0,0,0
193,2019-08-22,1,0,0,0,0,0,0,0,0,0,0,0
194,2019-08-22,2,0,1,0,0,1,0,0,0,0,0,2
195,2019-08-22,3,0,2,0,0,2,0,0,0,0,0,4
196,2019-08-22,4,0,0,0,0,0,0,0,0,0,0,0
197,2019-08-22,5,0,0,0,0,0,0,0,0,0,0,0
198,2019-08-22,6,2,3,0,0,4,1,2,0,0,0,12
199,2019-08-22,7,6,2,2,0,5,1,4,2,0,1,23
200,2019-08-22,8,0,0,1,0,2,0,1,0,0,0,4
201,2019-08-22,9,4,1,0,0,2,2,3,2,0,0,14
202,2019-08-22,10,2,0,0,0,1,0,2,0,0,0,5
203,2019-08-22,11,4,4,1,0,4,1,5,0,0,0,19
204,2019-08-22,12,0,0,0,0,0,0,0,0,0,0,0
205,2019-08-22,13,0,0,0,0,0,0,0,0,0,0,0
206,2019-08-22,14,2,1,0,0,1,1,1,0,1,0,7
207,2019-08-22,15,2,0,0,0,2,1,0,0,0,0,5
208,2019-08-22,16,9,2,0,0,0,0,6,1,2,0,20
209,2019-08-22,17,3,2,1,1,0,1,5,0,1,0,14
210,2019-08-22,18,1,5,1,0,5,0,1,0,0,0,13
211,2019-08-22,19,0,1,0,0,1,0,0,0,0,0,2
212,2019-08-22,20,0,4,0,0,4,0,0,0,0,0,8
213,2019-08-22,21,0,1,0,0,1,0,0,0,0,0,2
214,2019-08-22,22,0,0,0,0,0,0,0,0,0,0,0
215,2019-08-22,23,0,1,0,0,1,0,0,0,0,0,2
216,2019-08-23,0,0,1,0,0,1,0,0,0,0,0,2
217,2019-08-23,1,0,1,0,0,2,0,0,0,0,0,3
218,2019-08-23,2,0,1,0,0,0,0,0,0,0,0,1
219,2019-08-23,3,0,1,0,0,1,0,0,0,0,0,2
220,2019-08-23,4,0,0,0,0,0,0,0,0,0,0,0
221,2019-08-23,5,2,3,0,0,3,1,2,0,1,0,12
222,2019-08-23,6,0,1,0,0,1,0,1,0,0,0,3
223,2019-08-23,7,8,4,0,0,5,1,5,4,0,1,28
224,2019-08-23,8,0,2,0,0,3,0,0,0,0,0,5
225,2019-08-23,9,5,6,1,0,3,1,7,0,1,0,24
226,2019-08-23,10,0,0,0,0,0,0,0,0,0,0,0
227,2019-08-23,11,3,0,1,0,0,1,4,0,1,0,10
228,2019-08-23,12,3,2,0,0,3,0,3,0,1,0,12
229,2019-08-23,13,1,2,0,0,2,0,1,0,0,0,6
230,2019-08-23,14,6,0,1,0,1,1,8,0,1,0,18
231,2019-08-23,15,3,2,2,0,4,0,4,0,0,0,15
232,2019-08-23,16,6,1,3,0,0,1,7,0,1,0,19
233,2019-08-23,17,0,1,0,0,1,0,0,0,0,0,2
234,2019-08-23,18,2,3,1,0,4,0,5,1,0,0,16
235,2019-08-23,19,0,0,0,0,0,0,0,0,0,0,0
236,2019-08-23,20,0,1,0,0,1,0,0,0,0,0,2
237,2019-08-23,21,0,3,0,0,3,0,0,0,0,0,6
238,2019-08-23,22,0,1,0,0,1,0,0,0,0,0,2
239,2019-08-23,23,0,0,0,0,0,0,0,0,0,0,0
240,2019-08-24,0,0,0,0,0,0,0,0,0,0,0,0
241,2019-08-24,1,0,2,0,0,2,0,0,0,0,0,4
242,2019-08-24,2,0,0,0,0,0,0,0,0,0,0,0
243,2019-08-24,3,0,0,0,0,0,0,0,0,0,0,0
244,2019-08-24,4,0,2,0,0,2,0,0,0,0,0,4
245,2019-08-24,5,2,3,0,0,4,1,3,0,1,0,14
246,2019-08-24,6,3,2,0,0,3,1,3,2,0,0,14
247,2019-08-24,7,2,8,0,0,6,0,2,0,0,0,18
248,2019-08-24,8,6,5,0,0,6,0,6,0,3,0,26
249,2019-08-24,9,1,0,0,0,0,0,2,0,0,0,3
250,2019-08-24,10,5,0,0,0,0,1,5,1,1,0,13
251,2019-08-24,11,6,4,0,0,1,1,4,3,0,0,19
252,2019-08-24,12,1,3,0,0,4,0,2,0,0,0,10
253,2019-08-24,13,0,0,0,0,0,0,0,0,0,0,0
254,2019-08-24,14,1,5,1,0,4,0,3,0,0,0,14
255,2019-08-24,15,6,2,0,0,3,0,6,1,2,0,20
256,2019-08-24,16,9,4,0,0,3,1,6,2,0,0,25
257,2019-08-24,17,5,2,0,0,1,0,4,1,0,0,13
258,2019-08-24,18,2,4,0,1,4,0,2,0,0,0,13
259,2019-08-24,19,0,3,0,0,3,0,0,0,0,0,6
260,2019-08-24,20,0,0,0,0,0,0,0,0,0,0,0
261,2019-08-24,21,0,5,0,0,5,0,0,0,0,0,10
262,2019-08-24,22,0,0,0,0,0,0,0,0,0,0,0
263,2019-08-24,23,0,0,0,0,0,0,0,0,0,0,0
264,2019-08-25,0,0,1,0,0,1,0,0,0,0,0,2
265,2019-08-25,1,0,0,0,0,0,0,0,0,0,0,0
266,2019-08-25,2,0,0,0,0,0,0,0,0,0,0,0
267,2019-08-25,3,0,0,0,0,0,0,0,0,0,0,0
268,2019-08-25,4,0,0,0,0,0,0,0,0,0,0,0
269,2019-08-25,5,0,0,0,0,0,0,0,0,0,0,0
270,2019-08-25,6,1,1,0,0,2,0,2,0,0,0,6
271,2019-08-25,7,0,3,0,0,4,0,1,0,0,0,8
272,2019-08-25,8,5,2,0,0,2,0,3,2,0,1,15
273,2019-08-25,9,2,1,2,0,4,0,4,0,0,0,13
274,2019-08-25,10,4,4,5,0,3,0,7,0,0,0,23
275,2019-08-25,11,1,1,1,0,1,0,3,0,2,0,9
276,2019-08-25,12,6,4,3,0,1,0,8,1,2,0,25
277,2019-08-25,13,3,2,5,0,4,0,5,0,0,0,19
278,2019-08-25,14,3,1,1,0,2,0,4,0,0,0,11
279,2019-08-25,15,10,3,2,0,5,0,11,1,0,0,32
280,2019-08-25,16,7,4,1,0,3,0,8,1,0,0,24
281,2019-08-25,17,0,0,0,0,0,0,0,0,0,0,0
282,2019-08-25,18,5,0,0,0,0,0,5,1,1,0,12
283,2019-08-25,19,0,3,0,0,3,0,0,0,0,0,6
284,2019-08-25,20,0,0,0,0,0,0,0,0,0,0,0
285,2019-08-25,21,0,1,0,0,1,0,0,0,0,0,2
286,2019-08-25,22,0,1,0,0,2,0,0,0,0,0,3
287,2019-08-25,23,0,2,0,0,1,0,0,0,0,0,3
288,2019-08-26,0,0,0,0,0,0,0,0,0,0,0,0
289,2019-08-26,1,0,0,0,0,0,0,0,0,0,0,0
290,2019-08-26,2,0,1,0,0,1,0,0,0,0,0,2
291,2019-08-26,3,0,2,0,0,2,0,0,0,0,0,4
292,2019-08-26,4,0,0,0,0,0,0,0,0,0,0,0
293,2019-08-26,5,3,3,0,0,4,0,3,1,1,0,15
294,2019-08-26,6,1,2,0,0,2,0,1,1,0,0,7
295,2019-08-26,7,1,5,0,0,5,0,1,1,0,0,13
296,2019-08-26,8,1,5,0,0,4,0,2,0,0,0,12
297,2019-08-26,9,1,2,0,1,2,0,1,0,1,0,8
298,2019-08-26,10,0,0,0,0,0,0,0,0,0,0,0
299,2019-08-26,11,0,0,0,0,0,0,0,0,0,0,0
300,2019-08-26,12,0,0,0,0,0,0,0,0,0,0,0
301,2019-08-26,13,0,0,0,0,0,0,0,0,0,0,0
302,2019-08-26,14,2,1,0,0,1,0,2,0,0,0,6
303,2019-08-26,15,1,2,0,0,1,0,2,0,0,0,6
304,2019-08-26,16,9,6,1,0,9,0,6,3,0,0,34
305,2019-08-26,17,4,2,1,0,1,0,5,1,0,0,14
306,2019-08-26,18,0,2,2,0,2,0,3,0,0,0,9
307,2019-08-26,19,2,5,1,0,4,0,2,0,0,0,14
308,2019-08-26,20,0,0,0,0,0,0,0,0,0,0,0
309,2019-08-26,21,0,0,0,0,0,0,0,0,0,0,0
310,2019-08-26,22,0,0,0,0,0,0,0,0,0,0,0
311,2019-08-26,23,0,0,0,0,0,0,0,0,0,0,0
312,2019-08-27,0,0,0,0,0,0,0,0,0,0,0,0
313,2019-08-27,1,0,1,0,0,2,0,0,0,0,0,3
314,2019-08-27,2,0,0,0,0,0,0,0,0,0,0,0
315,2019-08-27,3,0,1,0,0,0,0,0,0,0,0,1
316,2019-08-27,4,0,0,0,0,0,0,0,0,0,0,0
317,2019-08-27,5,1,1,0,0,1,0,2,0,0,0,5
318,2019-08-27,6,2,3,0,0,4,0,2,1,0,1,13
319,2019-08-27,7,4,1,1,0,1,0,3,1,0,0,11
320,2019-08-27,8,0,5,0,0,5,0,0,0,0,0,10
321,2019-08-27,9,2,3,0,0,3,0,3,1,0,0,12
322,2019-08-27,10,5,4,1,0,8,0,9,0,1,0,28
323,2019-08-27,11,3,3,1,0,2,0,3,0,0,0,12
324,2019-08-27,12,4,2,1,0,1,0,5,2,0,0,15
325,2019-08-27,13,8,4,1,0,3,0,8,0,1,0,25
326,2019-08-27,14,1,0,0,0,1,0,1,0,0,0,3
327,2019-08-27,15,7,1,1,0,1,0,6,2,1,0,19
328,2019-08-27,16,7,2,0,0,1,0,6,0,1,0,17
329,2019-08-27,17,1,1,0,0,1,0,1,0,0,0,4
330,2019-08-27,18,0,3,0,0,3,0,1,0,0,0,7
331,2019-08-27,19,0,3,0,0,3,0,0,0,0,0,6
332,2019-08-27,20,0,2,0,0,2,0,0,0,0,0,4
333,2019-08-27,21,0,1,0,0,1,0,0,0,0,0,2
334,2019-08-27,22,0,2,0,0,2,0,0,0,0,0,4
335,2019-08-27,23,0,1,0,0,1,0,0,0,0,0,2
336,2019-08-28,0,0,1,0,0,1,0,0,0,0,0,2
337,2019-08-28,1,0,0,0,0,0,0,0,0,0,0,0
338,2019-08-28,2,0,0,0,0,0,0,0,0,0,0,0
339,2019-08-28,3,0,0,0,0,0,0,0,0,0,0,0
340,2019-08-28,4,0,2,0,0,2,0,0,0,0,0,4
341,2019-08-28,5,1,1,0,0,1,0,2,0,0,0,5
342,2019-08-28,6,0,0,0,0,0,0,0,0,0,0,0
343,2019-08-28,7,3,3,0,0,4,0,2,1,0,1,14
344,2019-08-28,8,3,1,0,0,2,0,2,2,0,0,10
345,2019-08-28,9,1,5,1,0,7,0,4,0,0,0,18
346,2019-08-28,10,3,8,1,0,9,0,5,0,1,0,27
347,2019-08-28,11,0,0,0,0,0,0,0,0,0,0,0
348,2019-08-28,12,0,0,0,0,0,0,0,0,0,0,0
349,2019-08-28,13,0,0,0,0,0,0,0,0,0,0,0
350,2019-08-28,14,1,1,0,0,1,0,3,0,1,0,7
351,2019-08-28,15,2,2,0,0,3,0,2,0,0,0,9
352,2019-08-28,16,4,1,0,0,1,0,4,2,0,0,12
353,2019-08-28,17,1,1,0,0,0,0,2,0,1,0,5
354,2019-08-28,18,0,5,0,0,4,0,0,0,0,0,9
355,2019-08-28,19,0,2,0,0,2,0,0,0,0,0,4
356,2019-08-28,20,0,0,0,0,0,0,0,0,0,0,0
357,2019-08-28,21,0,1,0,0,1,0,0,0,0,0,2
358,2019-08-28,22,0,0,0,0,0,0,0,0,0,0,0
359,2019-08-28,23,0,0,0,0,0,0,0,0,0,0,0
360,2019-08-29,0,0,0,0,0,0,0,0,0,0,0,0
361,2019-08-29,1,0,0,0,0,0,0,0,0,0,0,0
362,2019-08-29,2,0,1,0,0,1,0,0,0,0,0,2
363,2019-08-29,3,0,0,0,0,0,0,0,0,0,0,0
364,2019-08-29,4,3,1,0,0,2,0,2,2,0,0,10
365,2019-08-29,5,0,2,0,0,2,0,0,0,0,0,4
366,2019-08-29,6,0,1,0,0,1,0,0,0,0,0,2
367,2019-08-29,7,1,3,0,0,5,0,1,1,0,1,12
368,2019-08-29,8,2,2,0,0,0,0,2,1,0,0,7
369,2019-08-29,9,3,7,1,0,6,0,4,0,0,0,21
370,2019-08-29,10,1,1,0,0,2,0,2,0,0,0,6
371,2019-08-29,11,0,0,0,0,0,0,0,0,0,0,0
372,2019-08-29,12,0,0,0,0,0,0,0,0,0,0,0
373,2019-08-29,13,0,0,0,0,0,0,0,0,0,0,0
374,2019-08-29,14,7,0,0,0,3,0,11,0,1,0,22
375,2019-08-29,15,4,3,0,0,3,0,2,0,0,0,12
376,2019-08-29,16,6,2,0,0,0,0,4,4,1,0,17
377,2019-08-29,17,3,1,0,0,1,0,4,0,0,0,9
378,2019-08-29,18,0,3,0,0,3,0,0,0,0,0,6
379,2019-08-29,19,0,0,0,0,0,0,0,0,0,0,0
380,2019-08-29,20,0,0,0,0,0,0,0,0,0,0,0
381,2019-08-29,21,0,0,0,0,0,0,0,0,0,0,0
382,2019-08-29,22,0,1,0,0,1,0,0,0,0,0,2
383,2019-08-29,23,0,0,0,0,0,0,0,0,0,0,0
384,2019-08-30,0,0,1,0,0,1,0,0,0,0,0,2
385,2019-08-30,1,0,0,0,0,0,0,0,0,0,0,0
386,2019-08-30,2,0,1,0,0,1,0,0,0,0,0,2
387,2019-08-30,3,0,0,0,0,0,0,0,0,0,0,0
388,2019-08-30,4,0,0,0,0,1,0,0,0,0,0,1
389,2019-08-30,5,1,3,0,0,2,0,3,0,1,0,10
390,2019-08-30,6,4,1,0,0,2,0,3,1,1,1,13
391,2019-08-30,7,4,4,0,0,2,0,5,1,1,0,17
392,2019-08-30,8,2,2,0,0,2,0,2,1,0,0,9
393,2019-08-30,9,2,1,1,0,2,0,4,0,0,0,10
394,2019-08-30,10,0,0,0,0,0,0,0,0,0,0,0
395,2019-08-30,11,6,1,0,0,4,0,6,3,1,0,21
396,2019-08-30,12,3,2,2,0,0,0,3,0,0,0,10
397,2019-08-30,13,2,2,1,0,4,0,4,0,0,0,13
398,2019-08-30,14,1,2,1,0,1,0,1,0,0,0,6
399,2019-08-30,15,6,0,1,1,1,0,7,2,0,0,18
400,2019-08-30,16,5,2,2,1,0,0,5,1,0,0,16
401,2019-08-30,17,4,2,1,0,1,0,2,3,0,0,13
402,2019-08-30,18,2,2,0,0,3,0,3,0,1,0,11
403,2019-08-30,19,0,2,0,0,2,0,0,0,0,0,4
404,2019-08-30,20,0,0,0,0,0,0,0,0,0,0,0
405,2019-08-30,21,0,3,0,0,3,0,0,0,0,0,6
406,2019-08-30,22,0,0,0,0,0,0,0,0,0,0,0
407,2019-08-30,23,0,0,0,0,0,0,0,0,0,0,0
408,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0
409,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,0
410,2019-08-31,2,0,1,0,0,1,0,0,0,0,0,2
411,2019-08-31,3,0,0,0,0,0,0,0,0,0,0,0
412,2019-08-31,4,0,1,0,0,1,0,0,0,0,0,2
413,2019-08-31,5,1,2,0,0,3,0,2,0,0,0,8
414,2019-08-31,6,0,1,0,0,1,0,0,0,0,0,2
415,2019-08-31,7,2,7,0,0,11,0,1,1,0,0,22
416,2019-08-31,8,10,3,0,2,2,0,9,2,1,0,29
417,2019-08-31,9,2,0,1,0,0,0,4,0,0,0,7
418,2019-08-31,10,1,2,1,0,4,0,4,0,0,0,12
419,2019-08-31,11,3,5,2,0,9,0,7,1,0,0,27
